Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,6209137624.77181,6971285594.68013,9747879531.86311,10109225813.6696,12439087076.7667,15856574731.441,17804292964.1045,20001598505.7042,20561069558.2152,20484885119.7348,19907111418.9938,18017749073.6362,18869945678.4215,18353881129.5246,19291104007.6135,19807067268.1084
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,242.031313175022,263.733601866274,359.693157866109,364.660679028164,438.076142403179,543.302967401909,591.162798293135,641.871437960934,637.165463951798,613.856505217398,578.466352941708,509.220100485356,519.888912573073,493.756581366026,507.103391875763,508.808409485223
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,8052075642.10781,8896073938.31407,10677321490.3807,12881354103.8398,12044223352.5413,11926928505.5231,12890765324.2256,12319830252.4768,12776217194.7928,13228144008.3428,11386846319.1589,11861200797.4706,13019693450.8816,15147020535.3869,15286612572.6895,14799615097.1008
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2673.78728253113,2972.74326462176,3595.03716321514,4370.54012699014,4114.14011404922,4094.3503344202,4437.14288515077,4247.62998374252,4413.06086120676,4578.6319939825,3952.80121524465,4124.05572595352,4531.02080555986,5284.38018438156,5355.84779459031,5215.27675237003
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,103198251003.394,117027321306.159,134977125918.571,171000653424.751,137211049535.152,161207310515.42,200013038488.906,209058991952.125,209755003250.664,213810023703.446,165979173991.026,160034162957.738,170097230857.956,175414987760.927,171157803367.473,145163902228.168
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,3113.09570649146,3478.71041155691,3950.51426027785,4923.63027791716,3883.27129000861,4480.78743864927,5455.67902952706,5592.22011465753,5499.58733105334,5493.05666265351,4177.88689169574,3946.45242459305,4109.70344220826,4153.95623446741,3975.5089933335,3310.38653352368
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,641000000,638000000,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,8395.31877025371,8340.52343974691,8874.87792759607,9740.82449121586,11910.013233348,10216.8176306968,10223.2983588916,11496.5240977923,11450.7241954879,11525.1563872309,12059.6351646776,12038.2496994923,11003.8297642807,11557.671156308,11534.5675441134,..
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,3159905484.39249,3456442102.622,3952600602.24473,4085630584.44412,3674409558.21061,3449966856.68832,3629203786.19154,3188808942.56713,3193704343.20627,3271808157.30038,2789870187.50693,2896679211.86628,3000180750.11297,3218316013.22626,3155065487.51819,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,40064.2249292197,42674.7589681092,47804.8499340211,48719.6587699036,43504.2156523202,40850.2481432297,43334.8114127088,38686.4612635075,39540.7248137461,41303.9293714464,35770.7767044085,37475.6350587526,38964.904478265,41791.9698372411,40897.3308728669,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,36970918699.2523,52381006892.038,65266452081.386,88538611205.1433,70307163678.238,83799496611.2004,111789686464.441,128052853643.106,136709862831.194,145712200312.505,116193649124.151,101123851090.455,122123822333.59,101353230784.594,89417190341.2533,62306913444.2917
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.42214975937,2599.56594793067,3121.99608528081,4080.94103372417,3122.7815987074,3587.88364462837,4615.46821863819,5100.09702685927,5254.88112606683,5408.41170002082,4166.97983330278,3506.07312818832,4095.8100568707,3289.64399476678,2809.62608839129,1895.77086891313
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1022962962.96296,1157662962.96296,1312759259.25926,1370070370.37037,1228329629.62963,1148700000,1137637037.03704,1199948148.14815,1181448148.14815,1249733333.33333,1336692592.59259,1436585185.18519,1467977777.77778,1605351851.85185,1661962962.96296,1415059259.25926
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,12557.5478500769,13995.8044243845,15622.6928710238,16044.1057963132,14160.5620007335,13048.9605816199,12746.6334682021,13272.7349447294,12910.5906255945,13501.5809223367,14285.3297773091,15198.7429664112,15383.5763979856,16673.4369025555,17113.3497705088,14449.9965204973
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530163281574.658,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557531376217.967,643628665302.155,517626700412.885,445445177459.453,383066977653.56
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,5109.85224490403,5919.01233837714,7245.44685667197,9020.87332314274,8225.13758261645,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11633.4980086503,9912.28180859863,8441.9194391094
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,4900469950.09033,6384451606.1421,9206301700.39619,11662040713.8753,8647936747.98704,9260284937.79781,10142111334.4961,10619320048.5857,11121465767.4067,11609512939.7542,10553337672.9872,10546135160.031,11527458565.7334,12457941907.0333,13672802157.8324,12645459213.5235
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,1643.75688889146,2158.1480742298,3139.28071035448,4010.86138084833,2994.34047090816,3218.37829927419,3525.80719813557,3681.84469060495,3838.17387997786,3986.23162376713,3607.28929855361,3591.82805221639,3914.52785436696,4220.54032079145,4622.73818208855,4267.45211938157
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2330726256.98324,2424581005.58659,2615083798.88268,2745251396.64804,2498882681.56425,2390502793.29609,2549720670.39106,2534636871.50838,2727849720.67039,2790849162.01117,2962905027.93296,2983636871.50838,3092430167.59777,3202188606.92893,..,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,23300.7383630907,24046.2263769373,25834.1117784233,27083.6348596914,24631.1820522439,23513.527696809,24985.0139185797,24712.4932628907,26441.6199357378,26893.0115056581,28396.9084228616,28452.1706146796,29350.8050189137,30253.2793580195,..,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,693407758231.845,746054207846.661,853099630996.31,1053995523724.26,927805183330.879,1146138465603.81,1396649906339.35,1546151783872.96,1576184467015.49,1467483705131.74,1351693984524.5,1208846993739.99,1329188475752.32,1432881172002.17,1396567014733.23,1330900925056.98
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,33999.2428575835,36044.9228108485,40960.0544948199,49601.6567082178,42772.3591664498,52022.1255961876,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54027.9668184568,57354.9640455891,55057.2046960666,51812.1540373988
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,315974418604.651,335998557270.104,388691445387.353,430294287388.311,400172297860.517,391892746544.69,431120310088.82,409425234155.263,430068712971.867,441996131736.508,381817565893.574,395568644341.038,416207272209.538,454872626780.005,445075391688.156,428965397959.456
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,38403.1338770715,40635.2818159724,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45276.8314351693,47309.3662735282,51453.1470238016,50121.5542131186,48105.3646248411
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,13245716099.0057,20982986344.3027,33050343782.7759,48852482960.0779,44291490420.5026,52909294791.9262,65951627200.2026,69683935845.2139,74164435946.4627,75244294275.1498,53074370486.0433,37867518957.1975,40865558912.3867,47112941176.4706,48174235294.1176,42607176470.5882
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,1578.40239029603,2473.08181863536,3851.43786871172,5574.60380218613,4950.29479142375,5843.5337683582,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4805.75371765917,4214.3113363475
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10568400000,11111600000,11710800000,11928500000,12490700000,13022100000,13578800000,11250000000
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,30279.3922080481,30713.7980618188,31472.2855356015,30627.3277467412,28552.5171624714,28443.8884756689,28005.9124040903,29485.8642228279,28784.0244905519,29980.7082630691,31295.5638695885,31563.3078695925,32719.6665872078,33767.9411879108,34863.3840497476,28607.9013752136
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539468085.1064,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37652500000,38474521276.5957,..
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,17959.3968267194,19307.5089373876,20976.442287272,23066.4509824376,19355.9210050895,20722.0704900745,22514.202716483,23654.3695877495,24744.296958551,24989.437527708,22634.0856475674,22608.4525623673,23742.9373424159,23991.0413905597,23443.4348283266,..
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,69442943089.4309,71819083683.7403,79611888213.148,91631278239.3237,102477791472.39,115279077465.226,128637938711.386,133355749482.478,149990451022.29,172885454931.453,195078678697.23,221415188000.475,249710922462.309,274038973437.275,302563398919.928,324239176765.053
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,499.461940239156,509.640189887604,558.051840707954,634.987069668507,702.264419644314,781.153577677298,861.762162181077,883.117129615718,981.860851354457,1118.87380783368,1248.45330989613,1401.56463513179,1563.76781861826,1698.13208078712,1855.6915096678,1968.79222484581
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,3819500000,4217500000,4674000000,4785000000,4465500000,4530000000,4657500000,4610000000,4677000000,4696500000,4715000000,4830000000,4978000000,5086500000,5209000000,4365500000
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,13822.7417486972,15199.5675286062,16770.6610309974,17092.5821408414,15885.410181888,16056.3709766031,16458.3532105715,16249.6739490585,16451.2793094473,16489.0722373387,16524.899501274,16900.0482858522,17391.6689084614,17745.2553725928,18148.4978451054,15191.1640353411
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,30207567316.6202,36954312354.3124,45277399813.6067,60763483146.0674,50874078052.2735,57222490768.7143,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849,60031262269.3365,64409647193.8044,60258239055.5829
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5351.35538243278,6029.3967998293,6519.23019498892,6940.15925359735,7978.87261471076,8318.51268992675,5949.10630699748,5022.62664330491,5761.74712023007,6330.0752464187,6839.10383292452,6411.2278131981
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,385570948886.954,407918078032.869,470324254037.777,515223524241.98,481345929424.84,480951629493.033,522645519183.591,496181260258.3,521642714407.843,534678075827.361,462149679343.822,475739588764.759,501522868356.441,543410654016.602,533254518108.234,515332499627.861
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,36795.9768819639,38672.7059429767,44262.8960009954,48106.892915788,44583.5448070814,44141.8781415734,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,41984.1030335609,44089.3100875118,47554.7463078937,46414.4352334354,44594.3781075628
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1102564880.0365,1210603726.50843,1271598044.64669,1351338648.58457,1317309445.60202,1377177082.6384,1460797903.23406,1522897506.07849,1579411253.00514,1667335060.96064,1721700991.46912,1789304087.78561,1858529676.71857,1915899786.96407,1982518540.6134,1763696118.9519
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3885.03400318713,4155.32380433871,4252.39538591882,4404.30819362552,4186.519984116,4270.7800308201,4423.4968423614,4505.60059312987,4568.64122799115,4718.43658122355,4770.23265563888,4856.97324853112,4945.85769867226,5001.42215663433,5078.80994441772,4435.62115419432
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,6567654958.7537,7034111316.29919,8169048374.70783,9787734516.7416,9738626509.93364,9535345011.48797,10693321370.036,11141358105.9853,12517845127.6775,13284527850.2632,11388160997.1089,11821065852.1271,12701655845.9612,14250987026.0533,14391686309.033,15651545208.8783
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,822.785201409895,856.054875766203,966.2035810124,1125.42602943016,1088.75785169783,1036.53459416252,1130.27318959427,1145.14001854462,1251.20970702834,1291.41010666767,1076.79670153022,1087.28730384853,1136.59397046254,1240.83096186066,1219.51547853535,1291.04096203645
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7224329000,7484113000,..
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,75882.0338560339,95221.8588720301,104287.387498459,106935.486341979,101407.764031934,101875.28407346,97774.1620717428,98431.8651810241,99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113023.185594268,117098.446325474,..
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,796938120.181406,874989895.601121,1168308516.63301,1227808790.6733,1234014291.82342,1547991317.81183,1777101316.67756,1781281281.57912,1756215665.09323,1907090813.45906,2003598212.99135,2158972129.00307,2450364928.07302,2446866404.93058,2530547157.56678,2409262838.21987
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,1228.43235572338,1330.97744400874,1757.19049597895,1828.1546768491,1819.19730959964,2258.18643535953,2563.261223801,2538.94951919964,2472.72475320595,2652.22565438023,2752.63017233678,2930.5749227006,3286.59674376682,3243.47743748718,3316.16702210577,3122.37606234724
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,9549077869.10651,11451869164.7112,13120183156.7149,16674324634.2373,17339992165.2422,19649631308.1648,23963033429.4364,27084497481.9103,30659338885.6729,32996188017.3661,33000198248.9146,33941126193.9219,37508642170.767,40287647930.5355,40895322850.9407,36688861202.6049
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1034.31180039586,1218.87407027713,1372.62836843372,1715.2083925524,1754.20946375615,1955.460180975,2346.3378439235,2609.88056208632,2908.200370948,3081.87882365163,3035.97165495107,3076.65643933721,3351.12434432642,3548.59078021899,3552.06814383653,3143.04549424189
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,11222953519.4252,12864610993.5219,15778767669.6991,19112739664.4697,17613836209.9581,17176781336.7644,18644723860.9709,17226849297.07,18178503835.4491,18558343508.3435,16211541820.2438,16913330693.9653,18080118128.3854,20183510561.2553,20202479537.5193,19788422248.1072
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2980.60131734073,3416.51241043418,4193.3680796247,5090.94590505821,4714.6936611642,4635.51027337483,5092.55472521264,4778.63608845506,5131.40464581334,5329.63198373154,4727.27633310331,4994.68904038619,5394.57995305594,6072.18462285304,6120.11262579357,6031.55686867658
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,9918907108.09702,10137883299.3156,10939053365.4786,10945070441.9283,10267133177.7334,12786654498.3514,15351972361.1477,14380004175.1194,14901750991.2012,16250781586.6579,14420593484.0557,15646354089.458,17405588070.4332,18663265549.0196,18362348887.5873,15781732825.8934
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,5513.33106259322,5521.99060810445,5832.73705168476,5713.54393106428,5255.77653269313,6434.81248526822,7617.31004132551,7050.57347186681,7224.91273728564,7780.63475753974,6799.87017783413,7243.93397430839,7893.41867148033,8279.81845660293,7970.79696800641,6710.990411266
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,891630177251.068,1107640289615.23,1397084349956.35,1695824565983.2,1667019783585.08,2208871646202.82,2616200980392.16,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2063507864886.88,1916947014067.55,1877810514260.36,1444733258971.65
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,4790.43695908641,5886.46368222667,7348.03071626086,8831.02311697566,8597.91548455152,11286.2429009115,13245.6120301146,12370.0244490002,12300.324821091,12112.5876683327,8814.00141787464,8710.09677403838,9928.6430632111,9151.44525254365,8897.48777044292,6796.84454227877
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422941.3919,12016056665.3473
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,26105.4220290571,30979.9628427354,32663.3923711414,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.0362528468,27158.4056535724,28571.608291419,31628.4762566009,31085.9618860822,27466.3396414199
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,29869283400.0381,34379808888.6039,44405101469.5591,54438966419.8639,52023504656.2878,50381825504.2642,57386216850.3377,54033250328.5151,55615397665.5809,56901994980.3283,50647442756.7445,53806894796.3801,58971520599.2509,66230155099.5775,68558815111.6199,69105101089.5531
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,3899.90763774017,4523.0508329806,5885.10434781837,7265.73549682997,6988.23332468094,6812.40633845402,7809.42506245471,7395.84980340721,7655.12970759319,7876.86646539994,7055.93567291245,7548.85500737534,8334.08172775332,9427.73043039881,9828.14851478139,9975.78000070924
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,6146352742.03313,6547420133.69942,7625723123.54939,9451436358.96861,9450697335.53565,10109618964.2848,12080296644.0643,12561016091.4673,13444301139.1384,13943016923.9017,11832159275.603,12833363370.174,14106956830.0857,16059910870.6239,15990803569.9961,17369059295.2226
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,457.933430763383,473.449868166334,535.062279451535,643.404581023036,624.175164544582,647.836095537879,751.172770411005,758.000426972403,787.469438309085,792.84623742527,653.32726813947,688.250696258197,734.996267960528,813.099689441984,786.895437677452,830.925144621939
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135191.46216,2235820808.72913,2333308059.02403,2451625280.19537,2705783330.38791,3104394792.28413,2959641046.92291,3172292379.36329,3036937141.27062,3012308945.62671,3258187232.63159
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,151.681566343002,167.376462504995,172.495596648941,198.352851736367,212.137057219997,234.235532533654,249.577972769836,252.358866309211,256.975647122635,274.857842155366,305.549646023245,282.193028464612,292.998009548647,271.752496382505,261.24529116164,274.009523229095
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1662998677.88425,1769787215.42141,1966983316.32593,1981845740.70615,1703698676.69742
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2099.14841708582,2361.38010115423,3186.77993467023,3721.21999284574,3517.43015558829,3378.3234334576,3740.37410269948,3447.48310007387,3616.03556968932,3588.62558418407,3043.03138156811,3130.99875340636,3292.63350335797,3617.34744544679,3603.77524058462,3064.27238842819
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,6293046161.82646,7274595706.66355,8639235842.17756,10351914093.1626,10401851850.6062,11242275198.9706,12829541141.0175,14054443213.4731,15227991395.2235,16702610842.4106,18049954289.4301,20016747754.0153,22177200511.5882,24571753583.504,27089389786.9684,25291251427.3979
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,474.111192070615,539.75032890715,631.525257592447,745.609126956827,738.054731249118,785.502667057281,882.275613986936,950.880345994318,1013.42053550158,1093.49597573961,1162.90499489448,1269.59149895221,1385.26006616159,1512.12698889457,1643.12138876475,1512.72775264685
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,17951220881.4502,19373256211.0279,22394848085.2894,26516681614.3498,26122645990.7794,26169323292.5278,29375448542.4466,29102772799.0038,32357345500.9885,34989493826.2179,30928653813.8538,32643697595.8378,35009262788.15,38694156862.9922,39007354359.2798,39802147568.2174
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1012.28262956845,1063.08162787499,1195.64921070811,1377.29863469094,1319.99742044357,1286.51588785105,1405.0941234837,1354.54554970174,1465.63871039432,1542.62060627136,1327.50256128813,1364.32954020397,1425.10636777271,1534.49224145452,1507.44979812212,1499.37284272297
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1721853332869.63,1741576393905.98,1643407977068.93
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.3564395662,46454.7433947203,46326.6726375572,43241.6178282827
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,..,4200439457.5783,4466438857.5543,4586114124.56498,4281868714.74859,4156990759.63038,4186223808.95236,4291159006.36025,4405954638.18553,4563017880.71523,4708336733.46934,4909498979.9592,5166467298.69195,5522625585.0234,5935769350.77403,..
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,82801.5426595892,85433.0309402124,85188.337040308,77400.4214448146,73351.7567693109,72329.6613326945,72777.1484890568,73514.6686831216,74990.4332223775,76284.1939286359,78471.6287315261,81513.1630224977,86059.7392168454,91392.6425875166,..
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1337362392.15225,1460561215.4447,1697565948.65323,1985240986.18508,2059094048.26019,2142591539.43547,2437982706.57518,2510126509.99477,1691544110.69163,1894813389.88179,1695825714.24273,1825018144.46194,2072349974.15257,2220979144.52018,2220307318.74886,2303078337.57431
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,331.163088206718,354.670863314704,404.374542914498,464.561204695005,474.705627543055,488.421773091439,551.749691833885,565.801164498684,380.297892777817,424.449105977749,377.422918968081,402.191634907492,450.900697005339,475.953849512777,467.908021751942,476.851112719857
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,6649307057.03314,7428701809.40597,8650138068.63161,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10093118570.2918
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,658.566973042801,710.396398684645,799.603741996266,929.382751892261,803.686388398795,892.568869694168,984.736130484829,967.352948812122,979.811742616759,1020.28797948927,776.019752284262,693.449767448537,665.948884859102,726.151007088549,709.54004317463,614.465189935689
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,8827272727.27273,9676172953.08188,11514605842.3369,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,58198.9841849805,63243.3738330439,74458.7946660519,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,122964812046.073,154788024805.808,173605968179.255,179638496278.574,172389498444.62,218537551220.071,252251992029.442,267122320056.702,278384332694.359,260541637327.864,243919079437.373,250440149690.889,277034675515.671,297571693064.212,279385487344.526,252940023046.011
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,7598.52887745539,9464.54850676993,10502.3507082131,10751.4816046663,10208.9079714292,12808.0383396854,14637.2334407887,15351.5407387113,15842.9364836273,14670.98891427,13574.1692377497,13753.592148512,14998.8170563212,15888.144355398,14741.7144039954,13231.7042069383
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2285965892364.2,2752131773358.92,3550342737009.53,4594307032667.98,5101703073088.97,6087163874510.73,7551500124197.17,8532229986993.65,9570406235659.64,10475682920597.7,11061553079871.5,11233276536744.7,12310409370894.2,13894817549380.3,14279937467431,14722730697890.1
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,1753.41782926104,2099.22943460734,2693.97006340427,3468.30460207977,3832.23643246922,4550.45310775599,5618.13226711491,6316.91831760216,7050.64627124287,7678.59948587722,8066.94263493206,8147.93770549385,8879.43866711453,9976.677137263,10216.6303341031,10500.3956159637
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,145619191582.061,161618581266.316,206181826825.28,242186950900.775,232397835678.336,286563105192.456,334943871931.745,370921320483.841,382116126448.554,381112119657.445,293481748240.779,282825009887.458,311883730690.129,334198214706.209,323429888934.257,271346896626.418
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,3414.46515834714,3741.09283661273,4714.07305530503,5472.53652992425,5193.24145795078,6336.70947398466,7335.16693447605,8050.25537167048,8218.34784431476,8114.34392085159,6175.87602970259,5870.77795724164,6376.70671552601,6729.58333198168,6424.9794924083,5332.77352412685
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978731.702123,1023086272.69622,1015843491.24635,1116224107.17116,1149587659.74502,966029599.801228,1012835492.51575,1077439756.12221,1178530633.81547,1165839899.80269,1219690024.50287
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1069.02942631854,1114.94528131922,1240.09252846752,1393.21603163764,1344.73040600031,1316.49122468758,1447.9452695898,1403.36042113702,1505.33721977308,1513.83038984582,1242.58568214864,1273.05091964368,1323.81495794544,1415.95516376531,1370.14012347374,1402.59548928279
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,46831342212.5473,50400746171.4239,49868970641.1062
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,218.386226715772,255.433043197206,286.330472470967,327.563721821663,298.619691614791,334.02157774666,387.082476958569,424.60037381496,457.963747509632,486.787095119436,497.317039077365,471.318822463486,467.07423172679,557.064411697928,580.716860516731,556.813185299175
